,usd,timestamp
bitcoin,71263.0,2026-04-08 15:55:18.873026
ethereum,2213.03,2026-04-08 15:55:18.873026
bitcoin,71304.0,2026-04-08 16:00:08.404027
ethereum,2215.47,2026-04-08 16:00:08.404027
bitcoin,71321.0,61047.0,53109.0,11295986.0,2026-04-08 16:11:28.897302
ethereum,2214.69,1895.67,1649.17,350770.0,2026-04-08 16:11:28.897302
bitcoin,71321.0,61047.0,53109.0,11295986.0,2026-04-08 16:11:44.892416
ethereum,2214.69,1895.67,1649.17,350770.0,2026-04-08 16:11:44.892416
bitcoin,71617.0,61310.0,53355.0,11348282.0,2026-04-08 17:00:08.420523
ethereum,2222.46,1902.62,1655.73,352167.0,2026-04-08 17:00:08.420523
bitcoin,75201.0,63714.0,55405.0,11955345.0,2026-04-15 19:37:52.411562
ethereum,2381.64,2017.84,1754.69,378628.0,2026-04-15 19:37:52.411562
bitcoin,75059.0,63602.0,55305.0,11931177.0,2026-04-15 20:00:12.460666
ethereum,2376.07,2013.39,1750.73,377695.0,2026-04-15 20:00:12.460666
bitcoin,74848.0,63430.0,55181.0,11898400.0,2026-04-15 21:00:08.572773
ethereum,2363.66,2003.07,1742.58,375743.0,2026-04-15 21:00:08.572773
bitcoin,74751.0,63356.0,55122.0,11883487.0,2026-04-15 22:00:08.742477
ethereum,2360.43,2000.62,1740.6,375247.0,2026-04-15 22:00:08.742477
bitcoin,74995.0,63538.0,55274.0,11912958.0,2026-04-15 23:00:09.107112
ethereum,2365.03,2003.74,1743.14,375687.0,2026-04-15 23:00:09.107112
bitcoin,74811.0,63360.0,55115.0,11881311.0,2026-04-16 00:00:08.947098
ethereum,2359.68,1998.48,1738.42,374759.0,2026-04-16 00:00:08.947098
bitcoin,74808.0,63363.0,55119.0,11874366.0,2026-04-16 01:00:08.107622
ethereum,2360.95,1999.74,1739.57,374755.0,2026-04-16 01:00:08.107622
bitcoin,74625.0,63227.0,54995.0,11846975.0,2026-04-16 02:00:08.594385
ethereum,2351.63,1992.45,1733.05,373331.0,2026-04-16 02:00:08.594385
bitcoin,74961.0,63451.0,55195.0,11892579.0,2026-04-16 03:00:08.832184
ethereum,2359.25,1996.99,1737.15,374297.0,2026-04-16 03:00:08.832184
bitcoin,74900.0,63399.0,55147.0,11881284.0,2026-04-16 04:00:13.166040
ethereum,2358.66,1996.49,1736.61,374152.0,2026-04-16 04:00:13.166040
bitcoin,74955.0,63476.0,55209.0,11897440.0,2026-04-16 05:00:09.198738
ethereum,2354.68,1994.06,1734.37,373753.0,2026-04-16 05:00:09.198738
bitcoin,75046.0,63558.0,55296.0,11916530.0,2026-04-16 06:00:08.588458
ethereum,2356.9,1996.08,1736.63,374250.0,2026-04-16 06:00:08.588458
bitcoin,74995.0,63535.0,55237.0,11908390.0,2026-04-16 07:00:09.007475
ethereum,2355.29,1995.38,1734.76,373993.0,2026-04-16 07:00:09.007475
bitcoin,74706.0,63352.0,55095.0,11868057.0,2026-04-16 08:00:08.250978
ethereum,2341.32,1985.48,1726.71,371952.0,2026-04-16 08:00:08.250978
bitcoin,74681.0,63360.0,55107.0,11871462.0,2026-04-16 09:00:09.196498
ethereum,2339.29,1984.68,1726.15,371859.0,2026-04-16 09:00:09.196498
bitcoin,74611.0,63333.0,55106.0,11867464.0,2026-04-16 10:00:21.742697
ethereum,2338.72,1985.21,1727.33,371991.0,2026-04-16 10:00:21.742697
bitcoin,74333.0,63116.0,54892.0,11822662.0,2026-04-16 11:00:10.077390
ethereum,2332.75,1980.73,1722.64,371026.0,2026-04-16 11:00:10.077390
bitcoin,74556.0,63275.0,55034.0,11852668.0,2026-04-16 12:00:08.234734
ethereum,2335.51,1982.14,1723.98,371293.0,2026-04-16 12:00:08.234734
bitcoin,74633.0,63337.0,55085.0,11873239.0,2026-04-16 13:00:08.183574
ethereum,2340.4,1986.16,1727.38,372328.0,2026-04-16 13:00:08.183574
bitcoin,73705.0,62618.0,54443.0,11732970.0,2026-04-16 14:00:09.069990
ethereum,2306.36,1959.43,1703.61,367144.0,2026-04-16 14:00:09.069990
bitcoin,73938.0,62810.0,54695.0,11774269.0,2026-04-16 15:00:08.761946
ethereum,2308.82,1961.33,1707.94,367668.0,2026-04-16 15:00:08.761946
bitcoin,74748.0,63467.0,55236.0,11894383.0,2026-04-16 16:00:08.720263
ethereum,2340.69,1987.44,1729.71,372469.0,2026-04-16 16:00:08.720263
bitcoin,74214.0,63046.0,54882.0,11817129.0,2026-04-16 17:00:08.655197
ethereum,2317.29,1968.58,1713.65,368985.0,2026-04-16 17:00:08.655197
bitcoin,74273.0,63085.0,54915.0,11828387.0,2026-04-16 18:00:08.441899
ethereum,2323.27,1973.3,1717.74,369993.0,2026-04-16 18:00:08.441899
bitcoin,75017.0,63684.0,55441.0,11944800.0,2026-04-16 19:00:09.063569
ethereum,2342.58,1988.67,1731.28,373002.0,2026-04-16 19:00:09.063569
bitcoin,75390.0,63992.0,55721.0,12000002.0,2026-04-16 20:00:09.215687
ethereum,2360.61,2003.71,1744.76,375745.0,2026-04-16 20:00:09.215687
bitcoin,75240.0,63858.0,55623.0,11976179.0,2026-04-16 21:00:08.157939
ethereum,2350.21,1994.67,1737.44,374089.0,2026-04-16 21:00:08.157939
bitcoin,74945.0,63619.0,55398.0,11928010.0,2026-04-16 22:00:08.088967
ethereum,2341.14,1987.32,1730.52,372608.0,2026-04-16 22:00:08.088967
bitcoin,74883.0,63528.0,55338.0,11914792.0,2026-04-16 23:00:08.161314
ethereum,2342.8,1987.53,1731.32,372766.0,2026-04-16 23:00:08.161314
bitcoin,75152.0,63785.0,55557.0,11963674.0,2026-04-17 00:00:08.242682
ethereum,2348.71,1993.44,1736.3,373895.0,2026-04-17 00:00:08.242682
bitcoin,74978.0,63651.0,55449.0,11947094.0,2026-04-17 01:00:08.990142
ethereum,2345.23,1990.94,1734.39,373694.0,2026-04-17 01:00:08.990142
bitcoin,74790.0,63510.0,55332.0,11918790.0,2026-04-17 02:00:08.541328
ethereum,2337.61,1985.06,1729.43,372531.0,2026-04-17 02:00:08.541328
bitcoin,74695.0,63427.0,55254.0,11905136.0,2026-04-17 03:00:08.649310
ethereum,2331.19,1979.52,1724.43,371551.0,2026-04-17 03:00:08.649310
bitcoin,74650.0,63350.0,55195.0,11898668.0,2026-04-17 04:00:08.429980
ethereum,2327.03,1974.78,1720.57,370914.0,2026-04-17 04:00:08.429980
bitcoin,74793.0,63477.0,55310.0,11927135.0,2026-04-17 05:00:08.970561
ethereum,2329.58,1977.12,1722.74,371496.0,2026-04-17 05:00:08.970561
bitcoin,74666.0,63367.0,55223.0,11906688.0,2026-04-17 06:00:08.928246
ethereum,2319.42,1968.45,1715.46,369871.0,2026-04-17 06:00:08.928246
bitcoin,74914.0,63612.0,55461.0,11941265.0,2026-04-17 07:00:08.070394
ethereum,2330.98,1979.34,1725.69,371559.0,2026-04-17 07:00:08.070394
bitcoin,75045.0,63692.0,55486.0,11953123.0,2026-04-17 08:00:09.363256
ethereum,2333.67,1980.64,1725.44,371706.0,2026-04-17 08:00:09.363256
bitcoin,75799.0,64268.0,56012.0,12054339.0,2026-04-17 10:00:14.333260
ethereum,2359.4,2000.49,1743.49,375217.0,2026-04-17 10:00:14.333260
bitcoin,75297.0,63840.0,55684.0,11983486.0,2026-04-17 11:00:08.852867
ethereum,2344.61,1987.85,1733.88,373142.0,2026-04-17 11:00:08.852867
bitcoin,75592.0,64091.0,55857.0,12033683.0,2026-04-17 12:00:09.095162
ethereum,2355.01,1996.71,1740.17,374899.0,2026-04-17 12:00:09.095162
bitcoin,76213.0,64428.0,56121.0,12080542.0,2026-04-17 13:00:08.948264
ethereum,2372.19,2005.38,1746.81,376015.0,2026-04-17 13:00:08.948264
bitcoin,77361.0,65375.0,56988.0,12243078.0,2026-04-17 14:00:09.308737
ethereum,2437.65,2059.96,1795.68,385779.0,2026-04-17 14:00:09.308737
bitcoin,77953.0,65986.0,57432.0,12295592.0,2026-04-17 15:00:08.342212
ethereum,2448.95,2072.99,1804.28,386276.0,2026-04-17 15:00:08.342212
bitcoin,77815.0,65914.0,57393.0,12298353.0,2026-04-17 16:00:12.417921
ethereum,2443.97,2070.2,1802.55,386260.0,2026-04-17 16:00:12.417921
bitcoin,77863.0,65989.0,57440.0,12305469.0,2026-04-17 17:00:08.877901
ethereum,2451.18,2077.37,1808.25,387386.0,2026-04-17 17:00:08.877901
bitcoin,77499.0,65711.0,57189.0,12258952.0,2026-04-17 18:00:08.408979
ethereum,2440.29,2069.12,1800.78,386011.0,2026-04-17 18:00:08.408979
bitcoin,77164.0,65529.0,57016.0,12227087.0,2026-04-17 19:00:08.858639
ethereum,2420.58,2055.58,1788.55,383552.0,2026-04-17 19:00:08.858639
bitcoin,77443.0,65810.0,57277.0,12280891.0,2026-04-17 20:00:09.850125
ethereum,2431.01,2065.83,1797.98,385506.0,2026-04-17 20:00:09.850125
bitcoin,77363.0,65748.0,57234.0,12272615.0,2026-04-17 21:00:08.538227
ethereum,2427.28,2062.87,1795.73,385057.0,2026-04-17 21:00:08.538227
bitcoin,77497.0,65828.0,57303.0,12294453.0,2026-04-17 22:00:08.284359
ethereum,2430.81,2064.82,1797.4,385635.0,2026-04-17 22:00:08.284359
bitcoin,77308.0,65668.0,57164.0,12264557.0,2026-04-17 23:00:08.943407
ethereum,2434.47,2067.93,1800.11,386216.0,2026-04-17 23:00:08.943407
bitcoin,77129.0,65516.0,57033.0,12236135.0,2026-04-18 00:00:08.583170
ethereum,2421.0,2056.49,1790.21,384080.0,2026-04-18 00:00:08.583170
bitcoin,77169.0,65543.0,57061.0,12242488.0,2026-04-18 01:00:08.699420
ethereum,2420.33,2055.7,1789.66,383974.0,2026-04-18 01:00:08.699420
bitcoin,77315.0,65668.0,57169.0,12265717.0,2026-04-18 03:00:08.327093
ethereum,2420.23,2055.61,1789.58,383957.0,2026-04-18 03:00:08.327093
bitcoin,77014.0,65411.0,56946.0,12217812.0,2026-04-18 04:00:08.498646
ethereum,2404.39,2042.16,1777.87,381445.0,2026-04-18 04:00:08.498646
bitcoin,77158.0,65533.0,57052.0,12240666.0,2026-04-18 05:00:08.226881
ethereum,2409.17,2046.21,1781.4,382202.0,2026-04-18 05:00:08.226881
bitcoin,77153.0,65531.0,57053.0,12238344.0,2026-04-18 06:00:08.306073
ethereum,2409.31,2046.38,1781.64,382177.0,2026-04-18 06:00:08.306073
bitcoin,77131.0,65513.0,57014.0,12234962.0,2026-04-18 07:00:08.672171
ethereum,2410.43,2047.34,1781.74,382355.0,2026-04-18 07:00:08.672171
bitcoin,76998.0,65399.0,56915.0,12213797.0,2026-04-18 08:00:08.580605
ethereum,2405.03,2042.75,1777.75,381498.0,2026-04-18 08:00:08.580605
bitcoin,76755.0,65193.0,56736.0,12175278.0,2026-04-18 09:00:08.791754
ethereum,2381.13,2022.45,1760.08,377707.0,2026-04-18 09:00:08.791754
bitcoin,76620.0,65068.0,56655.0,12153142.0,2026-04-18 10:00:08.831119
ethereum,2376.63,2018.29,1757.34,376970.0,2026-04-18 10:00:08.831119
bitcoin,76188.0,64726.0,56336.0,12093443.0,2026-04-18 11:00:08.559680
ethereum,2359.43,2004.44,1744.62,374513.0,2026-04-18 11:00:08.559680
bitcoin,76073.0,64627.0,56250.0,12075061.0,2026-04-18 12:00:08.848502
ethereum,2353.49,1999.39,1740.23,373570.0,2026-04-18 12:00:08.848502
bitcoin,76225.0,64756.0,56362.0,12092653.0,2026-04-18 13:00:08.708766
ethereum,2358.33,2003.51,1743.81,374137.0,2026-04-18 13:00:08.708766
bitcoin,76137.0,64682.0,56298.0,12078789.0,2026-04-18 14:00:08.846102
ethereum,2356.32,2001.8,1742.33,373819.0,2026-04-18 14:00:08.846102
bitcoin,76252.0,64779.0,56382.0,12096948.0,2026-04-18 15:00:08.934796
ethereum,2365.18,2009.33,1748.88,375225.0,2026-04-18 15:00:08.934796
bitcoin,76182.0,64720.0,56331.0,12085839.0,2026-04-18 16:00:08.688971
ethereum,2363.85,2008.2,1747.89,375013.0,2026-04-18 16:00:08.688971
bitcoin,75928.0,64504.0,56143.0,12045533.0,2026-04-18 17:00:08.538410
ethereum,2360.77,2005.58,1745.62,374525.0,2026-04-18 17:00:08.538410
bitcoin,75865.0,64451.0,56097.0,12035617.0,2026-04-18 18:00:08.306240
ethereum,2363.1,2007.56,1747.34,374894.0,2026-04-18 18:00:08.306240
bitcoin,75654.0,64271.0,55940.0,12002059.0,2026-04-18 19:00:08.141671
ethereum,2347.86,1994.61,1736.07,372476.0,2026-04-18 19:00:08.141671
bitcoin,75671.0,64286.0,55953.0,12004776.0,2026-04-18 20:00:08.863802
ethereum,2349.84,1996.3,1737.53,372791.0,2026-04-18 20:00:08.863802
bitcoin,75758.0,64360.0,56017.0,12018624.0,2026-04-18 21:00:08.675185
ethereum,2353.54,1999.44,1740.27,373378.0,2026-04-18 21:00:08.675185
bitcoin,75828.0,64420.0,56069.0,12029798.0,2026-04-18 22:00:08.146355
ethereum,2354.69,2000.41,1741.12,373559.0,2026-04-18 22:00:08.146355
bitcoin,75830.0,64421.0,56071.0,12030066.0,2026-04-18 23:00:08.429874
ethereum,2357.52,2002.82,1743.21,374009.0,2026-04-18 23:00:08.429874
bitcoin,75728.0,64335.0,55996.0,12013944.0,2026-04-19 00:00:08.353602
ethereum,2350.94,1997.23,1738.34,372964.0,2026-04-19 00:00:08.353602
bitcoin,75652.0,64259.0,55939.0,12000739.0,2026-04-19 01:00:08.579270
ethereum,2349.01,1995.25,1736.92,372624.0,2026-04-19 01:00:08.579270
bitcoin,75642.0,64250.0,55932.0,11999104.0,2026-04-19 02:00:08.686165
ethereum,2348.57,1994.88,1736.59,372554.0,2026-04-19 02:00:08.686165
bitcoin,75559.0,64180.0,55870.0,11985888.0,2026-04-19 03:00:08.264643
ethereum,2340.37,1987.91,1730.53,371252.0,2026-04-19 03:00:08.264643
bitcoin,75540.0,64164.0,55857.0,11982982.0,2026-04-19 04:00:08.429019
ethereum,2340.4,1987.94,1730.55,371258.0,2026-04-19 04:00:08.429019
bitcoin,75682.0,64284.0,55961.0,12005358.0,2026-04-19 05:00:09.152617
ethereum,2333.68,1982.23,1725.58,370192.0,2026-04-19 05:00:09.152617
bitcoin,75570.0,64189.0,55878.0,11987644.0,2026-04-19 06:00:08.816728
ethereum,2333.36,1981.96,1725.35,370141.0,2026-04-19 06:00:08.816728
bitcoin,75409.0,64052.0,55759.0,11962067.0,2026-04-19 07:00:09.202958
ethereum,2327.19,1976.72,1720.79,369163.0,2026-04-19 07:00:09.202958
bitcoin,75296.0,63956.0,55676.0,11944202.0,2026-04-19 08:00:08.812909
ethereum,2318.01,1968.92,1714.0,367706.0,2026-04-19 08:00:08.812909
bitcoin,75255.0,63922.0,55645.0,11937680.0,2026-04-19 09:00:08.415229
ethereum,2319.04,1969.79,1714.76,367869.0,2026-04-19 09:00:08.415229
bitcoin,75021.0,63715.0,55473.0,11901737.0,2026-04-19 10:00:09.089645
ethereum,2310.42,1962.22,1708.39,366537.0,2026-04-19 10:00:09.089645
bitcoin,75236.0,63898.0,55632.0,11935873.0,2026-04-19 11:00:08.342981
ethereum,2319.26,1969.73,1714.92,367939.0,2026-04-19 11:00:08.342981
